"Data Source","World Development Indicators",

"Last Updated Date","2016-10-04",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Spain","ESP","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","71077","92755","114410","130132","147884","169187","180717","204357","239544","259819","282371","306189","330459","355554","379070","400928","421393","455675","491595","523907","548080","571174","592010","611433","633210","657826","678680","701928","722661","740830","755743","766267","775297","789747","805593","823609","841932","862140","881977","899700","925688","946053","943653","966598","980808","1000222","1016043","1030440","1038726","","","","","","","",
"Spain","ESP","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135.930140533397","124.595984970947","118.047293021115","103.737481066172","112.706535360572","117.185367443222","89.1699567127999","106.145003684811","112.151030876985","95.7240133486006","90.7532294049602","104.528401335746","","","",
"Spain","ESP","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164.451777829421","175.270953368672","165.402610364683","142.139549291412","142.329481132075","157.722231050373","106.544602818706","96.9269424661919","130.675287356322","122.616461501328","122.580827366746","139.152665075577","","","",
"Spain","ESP","Agricultural land (sq. km)","AG.LND.AGRI.K2","","332300","332320","331370","327530","326940","321560","323820","321590","325270","321190","326840","325680","322800","320780","319210","315160","315900","314780","313550","312380","312060","311910","307910","306280","307120","306100","306010","305780","307010","304720","303710","302790","300330","301830","297190","301390","300590","299580","297780","297660","295200","294190","291530","290710","291640","286130","280040","281420","279700","275450","270140","269420","269420","","","",
"Spain","ESP","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","66.4892552723198","66.4932570330946","66.3031733962944","65.5348353275441","65.4167833846893","64.340309736284","64.7925087038297","64.3463123774461","65.0826363599984","64.2662771619513","65.3967745808156","65.1646724558806","64.5884189043179","64.1880940470235","63.8892780657687","63.0862541785936","63.2381791247948","63.0152343202611","62.7677463266205","62.5422948325225","62.4794778360629","62.4494454010331","61.6522836033078","61.3246836456832","61.4928720166587","61.2886432804741","61.2706230978696","61.2245715201025","61.4708473490309","61.0123338138715","60.8101073201986","60.6259010091302","60.1333493512734","60.4336857280154","59.5046452026269","60.3455870575044","60.1854076565754","59.9831811629025","59.6227775108121","59.6513026052104","59.2152772205729","58.9511862776531","58.3982692654394","58.2375095156056","58.4343505179427","57.3429796785442","56.1078720121817","56.4194065757819","56.0903220631292","55.0888982220356","54.0409698327599","53.8613782211471","53.8613782211471","","","",
"Spain","ESP","Arable land (hectares)","AG.LND.ARBL.HA","","16246000","16296000","16205000","15919000","15966000","15509000","15740000","15692000","16082000","15690000","16339000","16288000","16054000","15918000","15821000","15657000","15630000","15640000","15578000","15558000","15569000","15565000","15592000","15651000","15564000","15565000","15584000","15577000","15512000","15335000","15258000","15201000","14982000","14806000","14045000","14450000","14285000","13684000","13463000","13400000","13064000","12909000","13017000","13025000","12913000","12720000","12586000","12488000","12497000","12528000","12429000","12570000","12570000","","","",
"Spain","ESP","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.528509966898997","0.525281492665883","0.517787030951011","0.503619279136973","0.49965118926747","0.480404757967876","0.48159671770113","0.473890511239437","0.480905894891949","0.464001703882866","0.477864818450852","0.472078928304317","0.461095650464107","0.452803292725922","0.445276588079754","0.435649562345676","0.429749202984324","0.424164281104192","0.418750799539035","0.415555582562424","0.412527043851712","0.41022270230153","0.408998073024151","0.408871019885145","0.405113983598194","0.403912048430417","0.403408470231799","0.402341686992322","0.399881695649969","0.394718875091103","0.391843159805983","0.389093355656949","0.382297253849255","0.37679125675306","0.356589583821491","0.366024923232288","0.360892601469243","0.344501971093052","0.337196554408742","0.332809977225863","0.32054175285745","0.311574090455396","0.308550050613159","0.303458176765029","0.295809088713061","0.286503786411067","0.278286307347437","0.271749384048511","0.269547150864831","0.268974551911434","0.265902500234422","0.268744472645629","0.269626509369521","","","",
"Spain","ESP","Arable land (% of land area)","AG.LND.ARBL.ZS","","32.5063027732202","32.6063467925887","32.424266677338","31.8520148865501","31.9460562647565","31.0316539277282","31.4938572972108","31.397815038617","32.1781583896915","31.3938132778423","32.6923846492457","32.5903397494898","32.1221337388451","31.8519259629815","31.6654324199908","31.340953219769","31.2887856828282","31.3094308650131","31.1846899147215","31.1490179590366","31.1716653986305","31.1636567492892","31.2195903329796","31.3370975492552","31.1629024507448","31.1649046932564","31.2029473009771","31.1889316033958","31.058785840141","30.7043889155855","30.5502162421913","30.4360884190293","29.9975973089861","29.6452026269422","28.1214960756047","28.9324042928079","28.6020342783918","27.3986865289124","26.9561909338459","26.8537074148297","26.2055684827088","25.8676659185636","26.0751988141263","26.0927921791738","25.8730890220201","25.4920036875225","25.2168860571818","25.0360866078589","25.0611639193037","25.0554988900222","24.8639673521645","25.1294456328342","25.1294456328342","","","",
"Spain","ESP","Land under cereal production (hectares)","AG.LND.CREL.HA","","6929785","7252920","7228312","7048402","7093770","6954614","7207501","7382517","7350702","7432455","7436300","7495900","7298300","7518800","7195800","7230878","7245747","7513302","7278067","7526907","7367284","7452404","7432467","7587089","7592592","7708338","7879247","7897362","7905859","7551418","7811950","7402028","6425218","6479932","6688055","6762316","6982025","6632544","6640640","6802494","6424327","6724043","6570655","6597267","6567621","6268872","6206582","6684765","6040784","6001380","5944293","5678428","6182910","6258809","","",
"Spain","ESP","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","8.97194765696907","9.07599343711233","9.26807795429989","9.27207971507463","9.26007443275041","9.29809116011045","9.48817479691064","9.33810876785786","9.49417743807275","9.66225139061187","9.6942654768098","9.76429629036776","9.85433590779943","9.93896948474237","10.0314232532074","10.012610845327","9.95716058774072","9.88529217464417","9.90911638707611","9.89248603519731","9.84863652744965","9.85464301445561","9.84322127225037","9.73290084895083","9.71488066634631","9.72088739388115","9.62277751081211","9.59274387313791","9.63479096588179","9.68484702867211","9.67283357360244","9.50264296011533","9.36048374179081","9.390517379465","9.42655774467403","9.39852634951145","9.55870575044049","9.67483581611405","9.74090981899728","9.82765531062124","9.98956912460884","9.97314844501443","9.9437110634803","9.88020353379542","9.87998156645094","9.73586115675979","9.63715413435916","9.59101844426624","9.46336180964986","9.38581228375432","9.12819076578379","9.93382779232722","9.93382779232722","","","",
"Spain","ESP","Rural land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2142.009521","","","","","","","","","","2142.009521","","","","","","","","","","2142.009521","","","","","","",
